Property_Type,Property_Area,Number_of_Doors,Power_Backup,Water_Supply,Traffic_Density_Score,Air_Quality_Index,Neighborhood_Review,Habitability_score,Number_of_Windows,Furnishing,Frequency_of_Powercuts,Crime_Rate,Dust_and_Noise
5.0,1677,2,2.0,3.0,6.58,156.0,3.77,84.3,3.0,1.0,1.0,3.0,2.0
1.0,215,1,1.0,3.0,5.68,93.0,4.49,85.41,4.0,1.0,0.0,3.0,2.0
4.0,588,2,2.0,0.0,7.86,157.0,4.08,98.87,7.0,0.0,1.0,3.0,2.0
5.0,1788,1,1.0,0.0,4.75,101.0,4.23,84.06,4.0,1.0,0.0,1.0,1.0
3.0,269,1,1.0,2.0,7.86,112.0,3.51,92.32,3.0,0.0,0.0,1.0,2.0
1.0,165,2,2.0,2.0,6.79,117.0,2.88,79.75,3.0,2.0,2.0,3.0,2.0
5.0,1632,3,1.0,2.0,5.5,82.0,2.31,23.91,2.0,2.0,1.0,2.0,2.0
1.0,708,3,1.0,2.0,5.53,112.0,3.52,64.61,2.0,1.0,0.0,1.0,2.0
2.0,4005,5,1.0,0.0,6.65,121.0,4.76,79.27,14.0,1.0,0.0,3.0,2.0
3.0,391,1,2.0,2.0,9.49,157.0,3.38,66.8,0.0,2.0,0.0,1.0,0.0
1.0,540,3,1.0,0.0,3.39,71.0,4.91,90.16,2.0,0.0,0.0,3.0,1.0
5.0,2185,1,1.0,3.0,4.22,117.0,4.47,75.66,5.0,1.0,0.0,3.0,2.0
3.0,337,1,1.0,0.0,5.94,101.0,2.91,86.91,3.0,0.0,2.0,1.0,2.0
5.0,1948,4,1.0,2.0,6.13,109.0,2.27,81.89,4.0,0.0,3.0,3.0,2.0
2.0,3237,3,1.0,0.0,6.54,83.0,3.55,57.86,7.0,2.0,0.0,0.0,2.0
5.0,1365,3,1.0,0.0,7.27,134.0,4.11,74.85,2.0,2.0,0.0,1.0,2.0
1.0,880,2,2.0,0.0,6.23,156.0,4.09,78.76,3.0,1.0,1.0,3.0,2.0
5.0,1559,4,1.0,2.0,5.55,111.0,2.9,32.35,2.0,2.0,1.0,1.0,2.0
2.0,3940,3,1.0,4.0,3.76,84.0,3.32,77.65,8.0,0.0,0.0,1.0,1.0
1.0,950,1,1.0,0.0,7.0,163.0,4.08,87.36,2.0,1.0,0.0,1.0,2.0
1.0,620,3,1.0,3.0,5.4,95.0,4.49,88.54,1.0,1.0,0.0,3.0,2.0
5.0,1517,2,1.0,0.0,8.67,181.0,2.73,55.6,5.0,1.0,1.0,0.0,0.0
3.0,396,1,1.0,0.0,6.87,85.0,4.18,78.78,1.0,1.0,1.0,3.0,2.0
4.0,1079,1,1.0,0.0,6.74,109.0,4.15,77.73,5.0,0.0,1.0,3.0,2.0
1.0,220,3,1.0,0.0,4.83,114.0,2.9,59.26,3.0,1.0,2.0,1.0,2.0
1.0,269,1,1.0,0.0,8.43,194.0,2.08,23.12,3.0,2.0,1.0,2.0,0.0
5.0,2077,1,1.0,3.0,6.86,162.0,3.14,79.33,3.0,1.0,0.0,0.0,2.0
5.0,1522,3,1.0,0.0,5.05,115.0,4.15,85.71,5.0,1.0,0.0,1.0,2.0
1.0,303,2,2.0,3.0,4.17,110.0,3.22,72.24,4.0,1.0,1.0,1.0,2.0
4.0,1000,3,2.0,0.0,6.15,107.0,2.27,76.86,5.0,2.0,2.0,0.0,2.0
1.0,474,2,1.0,2.0,5.3,98.0,4.17,82.49,1.0,1.0,0.0,3.0,2.0
5.0,1645,4,1.0,2.0,6.48,133.0,4.12,92.15,4.0,1.0,0.0,3.0,2.0
1.0,641,2,1.0,3.0,5.98,83.0,3.24,62.38,3.0,1.0,1.0,1.0,2.0
3.0,289,1,1.0,3.0,5.85,83.0,3.87,73.71,0.0,0.0,0.0,1.0,2.0
1.0,368,2,1.0,0.0,6.28,143.0,4.73,68.88,4.0,1.0,0.0,3.0,2.0
2.0,3662,5,1.0,2.0,6.12,123.0,4.13,74.36,12.0,2.0,0.0,3.0,2.0
4.0,1041,3,1.0,0.0,7.99,153.0,4.71,82.46,6.0,2.0,0.0,3.0,2.0
5.0,1669,1,2.0,2.0,6.16,119.0,1.63,76.2,5.0,1.0,2.0,0.0,2.0
1.0,330,3,1.0,3.0,5.5,92.0,3.86,77.32,2.0,1.0,0.0,3.0,2.0
5.0,1294,2,2.0,3.0,6.17,159.0,4.4,74.51,3.0,2.0,0.0,3.0,2.0
1.0,357,2,1.0,4.0,7.74,167.0,1.87,22.88,2.0,2.0,0.0,2.0,2.0
3.0,340,1,2.0,2.0,6.67,107.0,3.52,85.74,0.0,0.0,1.0,3.0,2.0
5.0,2039,1,1.0,0.0,5.44,81.0,3.5,48.84,4.0,2.0,0.0,0.0,0.0
2.0,3968,2,1.0,0.0,5.01,118.0,2.26,70.43,9.0,1.0,2.0,0.0,2.0
1.0,445,2,1.0,0.0,4.54,115.0,4.15,89.65,2.0,1.0,1.0,3.0,2.0
4.0,1007,2,0.0,0.0,5.64,87.0,3.55,70.44,4.0,0.0,1.0,1.0,2.0
5.0,1828,3,1.0,2.0,8.09,183.0,3.36,80.27,5.0,1.0,1.0,3.0,0.0
0.0,210,1,1.0,0.0,5.77,118.0,4.14,78.55,1.0,1.0,0.0,1.0,2.0
4.0,670,2,1.0,3.0,8.4,167.0,1.8,37.83,7.0,1.0,1.0,2.0,0.0
5.0,1340,3,1.0,0.0,7.63,170.0,4.69,83.26,3.0,0.0,0.0,3.0,2.0
2.0,3774,6,1.0,0.0,5.49,82.0,4.19,73.98,14.0,2.0,0.0,1.0,2.0
1.0,814,1,1.0,0.0,5.99,94.0,4.11,73.34,2.0,0.0,1.0,3.0,0.0
1.0,618,3,1.0,0.0,7.34,101.0,2.9,62.45,2.0,1.0,1.0,0.0,2.0
5.0,1686,1,1.0,0.0,6.58,88.0,3.55,75.33,4.0,2.0,1.0,1.0,2.0
2.0,1844,2,1.0,4.0,6.08,106.0,3.84,63.26,7.0,2.0,0.0,3.0,2.0
1.0,236,2,1.0,2.0,6.89,148.0,3.47,60.35,3.0,1.0,0.0,1.0,2.0
1.0,608,1,1.0,3.0,7.05,148.0,4.41,83.26,3.0,1.0,0.0,3.0,2.0
1.0,934,3,1.0,2.0,6.61,121.0,4.13,75.59,2.0,2.0,0.0,3.0,2.0
1.0,622,3,0.0,3.0,7.98,528.0,3.77,84.36,2.0,1.0,1.0,3.0,2.0
4.0,1270,1,0.0,2.0,7.32,134.0,4.11,80.31,6.0,1.0,0.0,3.0,2.0
5.0,2152,2,1.0,0.0,7.15,84.0,3.49,70.45,4.0,0.0,1.0,1.0,0.0
5.0,1867,3,1.0,2.0,6.11,121.0,2.88,65.49,3.0,1.0,0.0,0.0,2.0
5.0,1625,2,1.0,0.0,6.87,102.0,4.15,88.75,2.0,1.0,1.0,3.0,2.0
5.0,1548,4,2.0,2.0,6.45,151.0,4.1,83.24,4.0,1.0,0.0,3.0,2.0
5.0,1480,3,2.0,0.0,8.44,161.0,4.64,84.59,4.0,1.0,0.0,3.0,0.0
4.0,1126,2,1.0,0.0,4.96,113.0,3.53,73.67,4.0,1.0,1.0,1.0,2.0
5.0,1653,1,1.0,0.0,2.93,5.0,4.99,97.83,5.0,0.0,0.0,3.0,1.0
5.0,1244,4,1.0,0.0,5.9,95.0,3.54,69.24,4.0,2.0,0.0,0.0,2.0
5.0,1351,2,1.0,3.0,7.73,123.0,1.93,69.64,3.0,1.0,3.0,1.0,2.0
5.0,1505,1,1.0,0.0,5.28,91.0,2.92,91.43,3.0,0.0,2.0,1.0,2.0
0.0,626,1,1.0,0.0,8.32,166.0,4.0,69.44,4.0,2.0,0.0,1.0,0.0
4.0,495,3,1.0,0.0,5.66,97.0,4.8,70.86,6.0,1.0,0.0,3.0,2.0
1.0,663,3,1.0,0.0,5.11,115.0,3.52,56.14,3.0,2.0,1.0,1.0,2.0
2.0,2514,2,1.0,0.0,6.76,153.0,4.09,69.51,9.0,2.0,0.0,1.0,2.0
3.0,423,2,1.0,2.0,7.1,107.0,4.15,74.65,0.0,0.0,0.0,3.0,2.0
1.0,479,2,1.0,3.0,7.46,111.0,3.83,73.69,1.0,2.0,1.0,3.0,2.0
1.0,692,1,1.0,0.0,7.48,95.0,4.79,77.81,1.0,2.0,0.0,3.0,2.0
1.0,171,2,1.0,4.0,7.33,169.0,3.75,72.63,4.0,1.0,0.0,3.0,2.0
2.0,4230,5,1.0,1.0,4.85,80.0,3.88,65.71,15.0,2.0,0.0,1.0,2.0
5.0,1880,1,1.0,3.0,6.84,127.0,4.44,82.6,5.0,2.0,0.0,3.0,2.0
2.0,2509,5,2.0,0.0,6.96,109.0,4.15,88.61,13.0,1.0,1.0,3.0,2.0
1.0,488,2,2.0,0.0,6.58,169.0,4.7,82.53,2.0,1.0,0.0,3.0,2.0
5.0,1546,2,1.0,3.0,7.63,145.0,4.41,79.6,2.0,0.0,0.0,3.0,2.0
1.0,731,3,1.0,0.0,4.41,98.0,2.29,42.27,4.0,2.0,3.0,1.0,2.0
1.0,746,2,1.0,0.0,6.98,85.0,4.18,86.26,2.0,1.0,0.0,1.0,2.0
5.0,1246,4,1.0,0.0,6.03,157.0,2.84,64.27,4.0,1.0,0.0,2.0,2.0
3.0,251,2,2.0,3.0,3.49,42.0,4.63,89.66,2.0,1.0,0.0,3.0,1.0
5.0,2088,1,1.0,0.0,4.25,97.0,2.92,62.62,5.0,1.0,1.0,0.0,2.0
5.0,2291,4,1.0,2.0,6.28,101.0,4.16,84.12,3.0,0.0,0.0,3.0,2.0
3.0,263,1,1.0,3.0,6.1,104.0,3.84,69.43,2.0,0.0,1.0,3.0,2.0
1.0,484,3,2.0,4.0,5.64,81.0,3.25,86.28,1.0,1.0,0.0,1.0,2.0
1.0,435,3,1.0,3.0,7.11,139.0,1.91,45.31,3.0,1.0,1.0,2.0,2.0
4.0,1271,2,1.0,0.0,4.56,109.0,2.28,66.2,4.0,1.0,2.0,0.0,2.0
1.0,10970,3,2.0,4.0,3.08,1.0,2.17,81.31,2.0,1.0,0.0,2.0,1.0
2.0,2555,2,2.0,3.0,8.04,125.0,3.11,84.91,10.0,0.0,0.0,0.0,0.0
4.0,923,3,1.0,0.0,6.27,123.0,3.5,70.75,6.0,0.0,0.0,0.0,2.0
5.0,1113,3,2.0,4.0,5.74,110.0,3.84,80.88,5.0,1.0,0.0,3.0,2.0
4.0,848,3,1.0,0.0,7.0,96.0,4.16,74.03,5.0,1.0,0.0,1.0,2.0
3.0,451,1,2.0,0.0,7.48,106.0,4.15,78.82,0.0,1.0,1.0,3.0,2.0
5.0,1133,3,1.0,0.0,7.44,143.0,4.73,75.68,5.0,2.0,0.0,3.0,2.0
5.0,1796,1,1.0,0.0,7.14,161.0,4.71,88.39,2.0,0.0,0.0,3.0,2.0
1.0,602,3,1.0,3.0,4.78,89.0,3.24,75.97,2.0,1.0,0.0,1.0,2.0
1.0,627,1,1.0,3.0,6.55,139.0,4.42,76.95,1.0,0.0,0.0,3.0,2.0
1.0,292,1,2.0,3.0,6.14,153.0,3.78,86.23,2.0,0.0,1.0,2.0,2.0
1.0,799,2,1.0,0.0,7.92,141.0,4.1,76.41,4.0,1.0,1.0,3.0,2.0
4.0,1011,1,1.0,0.0,7.14,122.0,4.13,81.9,5.0,0.0,0.0,1.0,2.0
5.0,1966,1,1.0,0.0,5.68,105.0,3.53,77.28,5.0,0.0,1.0,1.0,2.0
2.0,3180,5,1.0,0.0,6.62,97.0,2.91,43.19,14.0,2.0,0.0,2.0,2.0
5.0,1869,1,2.0,2.0,4.77,119.0,3.52,75.74,2.0,1.0,0.0,1.0,2.0
1.0,484,3,0.0,2.0,6.0,87.0,2.92,74.58,1.0,0.0,0.0,0.0,2.0
5.0,1867,4,1.0,3.0,5.93,120.0,3.82,75.27,5.0,2.0,0.0,1.0,2.0
2.0,3276,3,1.0,0.0,7.15,93.0,4.79,78.86,11.0,1.0,0.0,3.0,2.0
1.0,240,2,1.0,2.0,6.04,158.0,2.83,36.82,4.0,2.0,0.0,0.0,2.0
4.0,598,3,1.0,2.0,5.58,94.0,2.92,70.15,4.0,1.0,1.0,1.0,2.0
5.0,1330,1,2.0,2.0,6.87,140.0,3.48,78.32,3.0,1.0,1.0,3.0,2.0
1.0,778,3,1.0,3.0,8.12,132.0,4.36,69.75,4.0,2.0,0.0,3.0,0.0
1.0,841,2,2.0,0.0,7.87,96.0,4.22,91.17,1.0,1.0,1.0,3.0,1.0
4.0,1176,3,1.0,2.0,7.06,90.0,3.54,60.73,5.0,2.0,1.0,3.0,2.0
1.0,784,3,1.0,3.0,6.07,143.0,4.42,94.51,3.0,1.0,0.0,3.0,2.0
5.0,1219,3,2.0,0.0,7.98,152.0,3.46,70.4,2.0,1.0,0.0,0.0,2.0
1.0,320,1,2.0,0.0,7.52,105.0,3.52,80.45,2.0,2.0,0.0,0.0,2.0
4.0,628,3,2.0,4.0,7.36,121.0,2.56,91.85,4.0,1.0,2.0,3.0,2.0
4.0,634,1,1.0,3.0,6.13,168.0,1.25,27.07,4.0,1.0,2.0,2.0,2.0
2.0,3909,2,1.0,2.0,5.94,103.0,2.9,76.23,15.0,0.0,0.0,0.0,2.0
4.0,565,3,1.0,3.0,6.43,101.0,4.47,92.09,4.0,1.0,0.0,3.0,2.0
1.0,150,3,1.0,3.0,7.2,116.0,1.94,25.89,2.0,1.0,1.0,2.0,2.0
1.0,15881,3,1.0,0.0,7.43,129.0,3.49,67.65,4.0,1.0,1.0,1.0,2.0
4.0,807,2,1.0,3.0,6.47,146.0,3.16,73.79,5.0,1.0,0.0,0.0,2.0
3.0,381,1,1.0,3.0,7.88,89.0,3.22,62.58,0.0,1.0,1.0,1.0,2.0
1.0,472,1,1.0,2.0,3.04,24.0,1.2,28.58,3.0,1.0,2.0,2.0,1.0
1.0,233,2,1.0,0.0,6.4,155.0,4.09,90.73,4.0,1.0,1.0,3.0,2.0
5.0,1704,3,2.0,0.0,4.78,857.0,4.17,93.42,2.0,2.0,0.0,1.0,2.0
5.0,1623,1,1.0,3.0,7.73,144.0,4.41,66.45,2.0,2.0,0.0,3.0,2.0
5.0,1515,4,1.0,0.0,6.72,168.0,3.45,77.04,4.0,1.0,2.0,3.0,2.0
2.0,21740,2,1.0,4.0,6.23,104.0,3.21,63.03,12.0,2.0,1.0,3.0,2.0
2.0,2507,6,1.0,0.0,5.68,95.0,3.54,75.89,9.0,1.0,0.0,0.0,2.0
2.0,3660,4,0.0,3.0,6.01,83.0,3.87,63.77,4.0,2.0,0.0,1.0,2.0
1.0,773,1,1.0,2.0,5.89,106.0,3.53,79.68,2.0,1.0,0.0,1.0,2.0
1.0,419,3,1.0,0.0,5.94,89.0,3.55,72.1,1.0,2.0,1.0,1.0,2.0
3.0,229,2,1.0,3.0,6.79,138.0,1.91,74.18,2.0,0.0,1.0,2.0,2.0
1.0,442,2,2.0,0.0,6.59,103.0,4.16,80.46,4.0,1.0,1.0,3.0,2.0
1.0,741,1,2.0,2.0,4.11,89.0,3.56,70.07,4.0,1.0,0.0,1.0,2.0
4.0,876,2,1.0,3.0,7.98,85.0,4.48,77.06,5.0,2.0,0.0,3.0,2.0
5.0,2038,3,1.0,0.0,8.09,163.0,4.64,85.13,3.0,1.0,0.0,3.0,0.0
4.0,990,1,2.0,2.0,7.57,109.0,4.14,84.76,4.0,1.0,0.0,3.0,2.0
5.0,1482,4,2.0,3.0,7.55,111.0,4.45,82.69,3.0,1.0,0.0,3.0,2.0
5.0,1808,3,1.0,2.0,7.99,126.0,3.43,80.23,4.0,0.0,0.0,2.0,2.0
5.0,2270,2,1.0,0.0,7.84,83.0,4.17,69.0,5.0,2.0,1.0,3.0,2.0
1.0,628,1,2.0,0.0,6.2,100.0,4.16,77.13,3.0,2.0,1.0,3.0,2.0
5.0,1377,3,2.0,3.0,7.97,157.0,3.14,75.33,5.0,2.0,1.0,1.0,2.0
3.0,427,2,1.0,0.0,6.87,160.0,4.08,78.51,1.0,1.0,0.0,1.0,2.0
4.0,1075,1,1.0,0.0,6.05,156.0,4.09,82.15,7.0,0.0,0.0,1.0,2.0
1.0,617,3,1.0,0.0,6.25,134.0,3.49,69.97,4.0,0.0,1.0,1.0,2.0
5.0,1228,3,2.0,3.0,5.92,85.0,4.5,85.11,5.0,1.0,0.0,3.0,2.0
5.0,1348,2,1.0,0.0,7.78,107.0,2.89,69.83,4.0,0.0,3.0,3.0,2.0
5.0,1553,2,1.0,3.0,8.75,125.0,3.11,32.39,3.0,2.0,0.0,0.0,0.0
1.0,434,1,1.0,3.0,5.85,82.0,3.87,75.87,3.0,0.0,0.0,2.0,2.0
3.0,469,1,1.0,0.0,5.99,103.0,2.28,55.72,3.0,1.0,3.0,1.0,2.0
1.0,476,1,1.0,0.0,7.2,100.0,4.78,71.05,1.0,1.0,0.0,3.0,2.0
1.0,683,2,1.0,0.0,7.75,132.0,4.74,70.03,1.0,1.0,0.0,2.0,2.0
1.0,951,3,2.0,3.0,6.44,99.0,4.47,87.03,4.0,0.0,0.0,3.0,2.0
1.0,368,3,1.0,0.0,7.83,165.0,3.44,43.93,3.0,2.0,0.0,0.0,2.0
2.0,1913,2,1.0,4.0,7.52,117.0,3.82,82.22,11.0,0.0,0.0,3.0,2.0
5.0,1936,3,1.0,0.0,6.45,142.0,4.11,74.14,5.0,1.0,1.0,3.0,2.0
1.0,512,1,1.0,0.0,6.17,93.0,3.54,86.58,4.0,1.0,2.0,3.0,2.0
5.0,1162,1,1.0,0.0,6.39,85.0,4.81,71.5,2.0,2.0,0.0,2.0,2.0
1.0,883,2,1.0,3.0,5.71,117.0,3.83,77.45,4.0,2.0,1.0,3.0,2.0
1.0,905,2,2.0,2.0,4.97,118.0,2.26,73.62,1.0,0.0,2.0,1.0,2.0
3.0,335,1,2.0,0.0,8.77,140.0,2.78,80.28,2.0,1.0,0.0,2.0,0.0
5.0,1420,1,1.0,4.0,6.34,153.0,3.15,91.54,2.0,0.0,1.0,3.0,2.0
1.0,169,3,2.0,3.0,6.32,169.0,3.76,82.15,3.0,2.0,0.0,1.0,2.0
2.0,2797,5,1.0,3.0,6.95,121.0,2.56,39.21,10.0,2.0,0.0,2.0,2.0
3.0,354,1,2.0,3.0,6.45,92.0,3.86,74.08,1.0,2.0,0.0,1.0,2.0
5.0,1207,3,1.0,0.0,4.65,86.0,4.19,86.51,3.0,1.0,0.0,1.0,2.0
4.0,1258,1,2.0,0.0,4.81,98.0,4.17,79.56,4.0,1.0,0.0,1.0,2.0
5.0,1446,4,1.0,2.0,6.84,142.0,3.48,86.03,4.0,1.0,0.0,1.0,2.0
1.0,909,3,2.0,3.0,6.12,123.0,3.82,77.69,1.0,1.0,0.0,1.0,2.0
4.0,587,3,2.0,4.0,6.72,154.0,2.52,65.71,7.0,2.0,0.0,0.0,2.0
5.0,2027,4,1.0,0.0,8.7,163.0,4.0,73.41,2.0,1.0,0.0,1.0,0.0
1.0,325,2,1.0,1.0,6.51,116.0,2.88,37.86,4.0,2.0,3.0,3.0,2.0
4.0,1266,1,1.0,3.0,5.94,90.0,3.86,68.79,5.0,2.0,0.0,1.0,2.0
1.0,118,3,1.0,3.0,8.25,187.0,2.41,62.84,4.0,0.0,1.0,0.0,0.0
5.0,1735,4,1.0,3.0,4.45,88.0,4.5,72.94,2.0,1.0,0.0,3.0,2.0
4.0,965,1,1.0,3.0,6.8,104.0,4.47,68.57,7.0,1.0,0.0,3.0,2.0
5.0,2206,2,1.0,0.0,5.76,101.0,2.28,81.31,4.0,0.0,3.0,1.0,2.0
3.0,253,1,1.0,2.0,4.36,82.0,2.31,44.71,2.0,1.0,2.0,1.0,2.0
5.0,1469,1,1.0,3.0,5.16,89.0,3.87,70.83,5.0,1.0,0.0,1.0,2.0
4.0,1114,2,1.0,0.0,6.65,92.0,2.91,75.46,4.0,0.0,0.0,2.0,2.0
2.0,2254,3,1.0,0.0,5.72,114.0,4.15,70.27,10.0,1.0,0.0,1.0,2.0
1.0,921,2,1.0,0.0,7.69,166.0,4.07,78.96,3.0,1.0,1.0,3.0,2.0
5.0,1897,1,1.0,0.0,5.83,119.0,3.51,76.75,3.0,1.0,1.0,1.0,2.0
1.0,255,1,1.0,3.0,6.37,148.0,3.16,36.17,3.0,2.0,1.0,1.0,2.0
2.0,3233,6,1.0,0.0,7.46,90.0,3.54,80.05,7.0,0.0,1.0,1.0,2.0
3.0,234,2,2.0,3.0,4.91,98.0,3.86,89.8,3.0,0.0,0.0,1.0,2.0
2.0,2651,3,1.0,2.0,4.22,85.0,3.57,61.91,10.0,2.0,0.0,1.0,2.0
4.0,1095,1,1.0,0.0,6.33,96.0,4.79,76.35,5.0,1.0,0.0,3.0,2.0
1.0,888,2,1.0,0.0,7.35,117.0,4.13,65.22,1.0,2.0,1.0,3.0,2.0
5.0,1535,4,1.0,0.0,7.78,170.0,2.81,85.38,4.0,0.0,1.0,0.0,2.0
1.0,719,3,1.0,0.0,7.23,119.0,2.88,59.84,1.0,1.0,0.0,2.0,2.0
1.0,339,3,2.0,2.0,6.76,162.0,3.45,81.13,1.0,0.0,1.0,3.0,2.0
2.0,1815,6,1.0,2.0,7.44,98.0,3.53,57.7,8.0,2.0,0.0,1.0,2.0
4.0,507,2,2.0,0.0,6.54,155.0,4.09,82.27,6.0,1.0,1.0,3.0,2.0
1.0,508,1,2.0,3.0,5.43,114.0,2.58,79.31,4.0,0.0,3.0,3.0,2.0
5.0,2016,1,1.0,3.0,5.33,92.0,3.86,77.85,4.0,1.0,0.0,1.0,2.0
5.0,1636,1,1.0,3.0,4.41,94.0,2.61,73.5,4.0,1.0,2.0,1.0,2.0
5.0,1274,4,1.0,3.0,7.55,143.0,3.79,89.52,3.0,1.0,1.0,3.0,2.0
0.0,324,3,1.0,2.0,6.88,137.0,2.86,71.91,3.0,1.0,1.0,1.0,2.0
5.0,1665,4,1.0,0.0,6.31,98.0,3.54,74.18,4.0,1.0,2.0,3.0,2.0
5.0,1480,4,2.0,2.0,6.94,163.0,4.08,91.23,3.0,0.0,0.0,3.0,2.0
1.0,836,3,2.0,2.0,6.5,139.0,3.48,87.71,3.0,0.0,1.0,2.0,2.0
1.0,160,2,1.0,3.0,6.47,85.0,4.49,79.73,3.0,1.0,0.0,3.0,2.0
1.0,164,3,1.0,0.0,6.31,119.0,3.51,75.12,2.0,1.0,1.0,1.0,2.0
5.0,1629,3,2.0,0.0,7.19,83.0,4.18,88.99,3.0,0.0,1.0,3.0,2.0
5.0,1292,2,1.0,0.0,3.25,78.0,4.9,82.73,3.0,1.0,0.0,3.0,1.0
1.0,383,3,1.0,0.0,3.98,3.0,4.99,89.65,3.0,2.0,0.0,3.0,1.0
4.0,784,2,1.0,0.0,5.49,111.0,4.15,87.72,6.0,1.0,0.0,1.0,2.0
5.0,1562,2,2.0,0.0,3.93,84.0,4.26,89.97,4.0,0.0,0.0,1.0,1.0
5.0,1972,3,1.0,2.0,7.59,108.0,4.14,72.09,5.0,2.0,0.0,3.0,2.0
4.0,1258,2,1.0,0.0,7.26,135.0,4.11,76.52,7.0,0.0,0.0,1.0,2.0
1.0,184,3,2.0,3.0,8.67,126.0,3.74,82.58,4.0,1.0,1.0,3.0,0.0
5.0,1934,2,1.0,0.0,7.24,89.0,4.17,67.03,2.0,1.0,1.0,3.0,2.0
3.0,200,1,1.0,2.0,6.13,135.0,2.24,38.13,3.0,1.0,0.0,2.0,2.0
2.0,2586,4,2.0,3.0,6.02,117.0,2.63,73.45,13.0,2.0,0.0,2.0,1.0
5.0,1399,2,1.0,0.0,4.25,81.0,4.2,81.69,5.0,1.0,0.0,1.0,2.0
2.0,3210,6,1.0,0.0,5.02,84.0,4.19,74.06,10.0,1.0,0.0,1.0,2.0
3.0,498,2,1.0,3.0,4.85,117.0,3.21,37.66,3.0,2.0,0.0,0.0,2.0
2.0,2362,5,0.0,0.0,6.74,168.0,2.82,49.05,13.0,2.0,0.0,2.0,2.0
0.0,345,1,1.0,2.0,6.03,123.0,3.51,33.7,1.0,2.0,0.0,1.0,2.0
4.0,664,1,2.0,2.0,6.15,81.0,4.19,75.39,5.0,2.0,0.0,3.0,2.0
4.0,620,1,1.0,0.0,7.4,85.0,3.55,73.97,4.0,1.0,1.0,1.0,2.0
1.0,204,2,1.0,3.0,5.69,96.0,4.48,90.25,4.0,1.0,0.0,3.0,2.0
1.0,318,1,1.0,0.0,7.79,115.0,4.13,76.19,3.0,2.0,1.0,3.0,2.0
1.0,218,2,1.0,3.0,7.2,104.0,4.46,84.76,2.0,1.0,0.0,3.0,2.0
5.0,2158,1,1.0,2.0,7.45,113.0,4.14,85.79,4.0,1.0,0.0,3.0,2.0
2.0,3781,3,1.0,0.0,6.89,138.0,4.74,79.9,11.0,2.0,0.0,3.0,2.0
4.0,1287,2,1.0,0.0,7.05,147.0,2.21,31.09,7.0,2.0,1.0,2.0,2.0
1.0,545,3,1.0,2.0,6.21,107.0,3.52,78.28,4.0,1.0,1.0,3.0,2.0
5.0,5071,4,1.0,0.0,6.25,124.0,4.76,75.63,5.0,1.0,0.0,3.0,2.0
4.0,817,1,1.0,2.0,6.36,130.0,2.87,75.46,4.0,1.0,0.0,0.0,2.0
1.0,518,3,1.0,0.0,6.8,159.0,4.71,71.02,3.0,1.0,0.0,3.0,2.0
1.0,888,2,1.0,0.0,7.3,84.0,4.17,81.69,2.0,0.0,1.0,3.0,2.0
1.0,492,2,1.0,0.0,6.54,107.0,2.27,32.34,4.0,2.0,2.0,0.0,2.0
2.0,2777,5,1.0,3.0,7.68,155.0,3.14,75.49,11.0,1.0,2.0,3.0,2.0
2.0,3280,6,1.0,3.0,4.69,119.0,3.83,79.36,7.0,1.0,0.0,1.0,2.0
4.0,923,2,2.0,0.0,7.9,125.0,4.75,85.28,5.0,1.0,0.0,3.0,2.0
5.0,1375,2,1.0,0.0,6.44,159.0,4.71,77.99,5.0,1.0,0.0,3.0,2.0
4.0,444,1,1.0,0.0,5.09,83.0,3.56,74.22,4.0,1.0,2.0,3.0,2.0
1.0,687,1,1.0,0.0,5.6,104.0,3.53,41.82,1.0,2.0,0.0,0.0,2.0
5.0,1965,4,1.0,0.0,6.16,149.0,4.73,75.76,2.0,1.0,0.0,3.0,2.0
1.0,385,3,1.0,0.0,5.77,98.0,4.17,67.42,3.0,2.0,0.0,1.0,2.0
5.0,1556,3,1.0,4.0,6.42,84.0,3.87,84.29,5.0,1.0,0.0,3.0,2.0
5.0,1359,3,1.0,3.0,6.31,90.0,3.86,88.89,2.0,1.0,1.0,2.0,2.0
1.0,689,2,1.0,0.0,7.65,95.0,4.79,71.28,1.0,1.0,0.0,3.0,2.0
5.0,1874,2,1.0,0.0,6.23,145.0,2.85,70.96,2.0,0.0,3.0,3.0,2.0
2.0,3672,3,1.0,0.0,5.14,91.0,2.3,70.08,8.0,1.0,2.0,0.0,2.0
4.0,435,2,1.0,2.0,5.53,92.0,3.55,68.53,5.0,1.0,0.0,1.0,2.0
4.0,1232,2,1.0,0.0,6.85,119.0,4.76,71.57,5.0,1.0,0.0,3.0,2.0
5.0,1554,1,1.0,0.0,5.64,116.0,4.14,93.5,4.0,1.0,0.0,1.0,2.0
2.0,2186,6,2.0,3.0,2.89,82.0,4.58,97.84,6.0,1.0,0.0,1.0,1.0
1.0,922,3,1.0,2.0,5.17,108.0,3.47,36.49,1.0,2.0,0.0,1.0,0.0
3.0,289,1,1.0,0.0,6.06,166.0,3.45,85.34,3.0,1.0,2.0,3.0,2.0
4.0,1132,1,1.0,0.0,4.49,89.0,4.81,74.06,6.0,1.0,0.0,3.0,2.0
3.0,408,2,1.0,0.0,7.33,159.0,4.08,74.39,3.0,1.0,0.0,3.0,2.0
1.0,735,2,1.0,3.0,4.92,112.0,3.21,76.67,4.0,0.0,1.0,1.0,2.0
